Source,Target,weight,prediction
cersei-lannister,sansa-stark,21.0,2
cersei-lannister,sansa-stark,6.0,0
cersei-lannister,scolera,5.0,0
cersei-lannister,senelle,9.0,0
cersei-lannister,shae,5.0,0
cersei-lannister,shae,4.0,0
cersei-lannister,stannis-baratheon,5.0,0
cersei-lannister,stannis-baratheon,23.0,2
cersei-lannister,stannis-baratheon,9.0,0
cersei-lannister,stannis-baratheon,5.0,0
cersei-lannister,taena-of-myr,46.0,2
cersei-lannister,tallad,4.0,0
cersei-lannister,tanda-stokeworth,3.0,0
cersei-lannister,tickler,5.0,0
cersei-lannister,tickler,6.0,0
cersei-lannister,tommen-baratheon,4.0,0
cersei-lannister,tommen-baratheon,10.0,0
cersei-lannister,tommen-baratheon,4.0,0
cersei-lannister,tommen-baratheon,80.0,1
cersei-lannister,tommen-baratheon,13.0,0
cersei-lannister,tyrion-lannister,27.0,2
cersei-lannister,tyrion-lannister,87.0,1
cersei-lannister,tyrion-lannister,54.0,2
cersei-lannister,tyrion-lannister,36.0,2
cersei-lannister,tyrion-lannister,5.0,0
cersei-lannister,tywin-lannister,10.0,0
cersei-lannister,tywin-lannister,10.0,0
cersei-lannister,tywin-lannister,20.0,2
cersei-lannister,tywin-lannister,14.0,0
cersei-lannister,tywin-lannister,3.0,0
cersei-lannister,unella,3.0,0
cersei-lannister,unella,10.0,0
cersei-lannister,varys,19.0,2
cersei-lannister,varys,23.0,2
cersei-lannister,varys,4.0,0
cersei-lannister,varys,7.0,0
cersei-lannister,vayon-poole,4.0,0
cersei-lannister,vylarr,3.0,0
cersei-lannister,walder-frey,5.0,0
cersei-lannister,willas-tyrell,5.0,0
jaime-lannister,joffrey-baratheon,12.0,0
jaime-lannister,joffrey-baratheon,12.0,0
jaime-lannister,joffrey-baratheon,21.0,2
jaime-lannister,jon-arryn,5.0,0
jaime-lannister,jon-snow,3.0,0
jaime-lannister,jonos-bracken,9.0,0
jaime-lannister,jory-cassel,4.0,0
jaime-lannister,josmyn-peckledon,14.0,0
jaime-lannister,josmyn-peckledon,3.0,0
jaime-lannister,joy-hill,3.0,0
jaime-lannister,karyl-vance,4.0,0
jaime-lannister,kevan-lannister,4.0,0
jaime-lannister,kevan-lannister,6.0,0
jaime-lannister,kevan-lannister,3.0,0
jaime-lannister,lancel-lannister,22.0,2
jaime-lannister,lem,6.0,0
jaime-lannister,lewys-piper,3.0,0
jaime-lannister,loras-tyrell,3.0,0
jaime-lannister,loras-tyrell,24.0,2
jaime-lannister,loras-tyrell,10.0,0
jaime-lannister,lyle-crakehall,9.0,0
jaime-lannister,lysa-arryn,6.0,0
jaime-lannister,lysa-arryn,3.0,0
jaime-lannister,mace-tyrell,5.0,0
jaime-lannister,mandon-moore,4.0,0
jaime-lannister,margaery-tyrell,10.0,0
jaime-lannister,mariya-darry,6.0,0
jaime-lannister,melara-hetherspoon,3.0,0
jaime-lannister,meryn-trant,9.0,0
jaime-lannister,oberyn-martell,3.0,0
jaime-lannister,olenna-redwyne,3.0,0
jaime-lannister,osmund-kettleblack,5.0,0
jaime-lannister,osmund-kettleblack,17.0,0
jaime-lannister,petyr-baelish,7.0,0
jaime-lannister,petyr-baelish,4.0,0
jaime-lannister,pia,10.0,0
jaime-lannister,pycelle,10.0,0
jaime-lannister,qyburn,21.0,2
jaime-lannister,qyburn,4.0,0
jaime-lannister,rafford,3.0,0
jaime-lannister,renly-baratheon,4.0,0
jaime-lannister,renly-baratheon,9.0,0
jaime-lannister,renly-baratheon,9.0,0
jaime-lannister,renly-baratheon,6.0,0
jaime-lannister,rennifer-longwaters,3.0,0
jaime-lannister,rhaegar-targaryen,7.0,0
jaime-lannister,rickard-karstark,3.0,0
jaime-lannister,rickard-karstark,4.0,0
jaime-lannister,robb-stark,9.0,0
jaime-lannister,robb-stark,11.0,0
jaime-lannister,robb-stark,17.0,0
jaime-lannister,robb-stark,4.0,0
jaime-lannister,robert-baratheon,24.0,2
jaime-lannister,robert-baratheon,11.0,0
jaime-lannister,robert-baratheon,18.0,0
jaime-lannister,robert-baratheon,12.0,0
jaime-lannister,robert-baratheon,4.0,0
jaime-lannister,robin-ryger,9.0,0
jaime-lannister,rodrik-cassel,3.0,0
jaime-lannister,ronnet-connington,4.0,0
jaime-lannister,roose-bolton,17.0,0
jaime-lannister,rorge,9.0,0
jaime-lannister,ryman-frey,13.0,0
jaime-lannister,sandor-clegane,12.0,0
jaime-lannister,sandor-clegane,9.0,0
jaime-lannister,sansa-stark,3.0,0
jaime-lannister,sansa-stark,5.0,0
jaime-lannister,sansa-stark,9.0,0
jaime-lannister,sansa-stark,6.0,0
jaime-lannister,shadrich,3.0,0
jaime-lannister,shagwell,4.0,0
jaime-lannister,shitmouth,3.0,0
jaime-lannister,stafford-lannister,3.0,0
jaime-lannister,stannis-baratheon,6.0,0
jaime-lannister,stannis-baratheon,6.0,0
jaime-lannister,sybell-spicer,4.0,0
jaime-lannister,taena-of-myr,4.0,0
jaime-lannister,theon-greyjoy,4.0,0
jaime-lannister,thoros-of-myr,3.0,0
jaime-lannister,thoros-of-myr,3.0,0
jaime-lannister,tommen-baratheon,10.0,0
jaime-lannister,tommen-baratheon,26.0,2
jaime-lannister,tyrion-lannister,36.0,2
jaime-lannister,tyrion-lannister,25.0,2
jaime-lannister,tyrion-lannister,33.0,2
jaime-lannister,tyrion-lannister,15.0,0
jaime-lannister,tyrion-lannister,4.0,0
jaime-lannister,tysha,3.0,0
jaime-lannister,tytos-blackwood,6.0,0
jaime-lannister,tywin-lannister,16.0,0
jaime-lannister,tywin-lannister,5.0,0
jaime-lannister,tywin-lannister,16.0,0
jaime-lannister,tywin-lannister,14.0,0
jaime-lannister,urswyck,11.0,0
jaime-lannister,vargo-hoat,16.0,0
jaime-lannister,vargo-hoat,6.0,0
jaime-lannister,varys,3.0,0
jaime-lannister,varys,5.0,0
jaime-lannister,varys,11.0,0
jaime-lannister,walder-frey,5.0,0
jaime-lannister,walder-rivers,4.0,0
jaime-lannister,walton,18.0,0
jaime-lannister,wyl-(guard),3.0,0
jaime-lannister,wylis-manderly,3.0,0
jaime-lannister,zollo,3.0,0
jarman-buckwell,jeor-mormont,4.0,0
jarman-buckwell,jon-snow,4.0,0
jarman-buckwell,thoren-smallwood,6.0,0
lorren,squint,3.0,0
lorren,sybelle-glover,3.0,0
lorren,theon-greyjoy,7.0,0
lorren,urzen,3.0,0
lorren,wex-pyke,4.0,0
syrio-forel,yoren,3.0,0
